NH4,BSK5,Suspended,O2,NO3,NO2,SO4,PO4,CL,year,Safe_to_Drink
0.6846415859140857,4.06690744255744,11.194545343545348,9.582313153513155,3.6207930985681,0.10097678571428569,28.763194441669437,0.39548419191919193,25.745967127317137,2000,False
0.732378977133977,4.383192285492283,24.212968892218893,9.247288961038961,3.2392895604395613,0.13738868381618385,24.96673985736485,0.33897521867021857,27.92488313908314,2000,False
0.07076268505932831,1.3356678541584088,6.460480004669322,10.036971696786416,4.678151318701373,0.030203247501092635,56.13215696548518,0.42273631500136055,40.172878506184944,2000,True
0.11206026849131262,1.0914091809824165,3.0628825801649326,11.725155735049269,4.49936032511606,0.11981033698654282,40.03596466295142,0.46868717270637866,38.63157729525378,2000,False
1.0490075555555554,5.918426944444437,14.97297857142855,12.37133234126984,11.44223523809523,0.12956166666666644,19.606499999999976,0.6451216666666666,121.87057460317452,2000,False
0.8091928823953823,4.941484765234766,11.730553724053728,10.492622322122324,3.6035067987567984,0.12328281607281615,21.543929637029645,0.27782835664335653,24.06514636474636,2000,False
0.83939681055056,4.138040453990453,10.711055042180043,9.72685696664447,4.575895041070041,0.24758342671217676,31.94993850593851,0.2638337866300367,27.449144086469083,2000,False
0.83939681055056,4.138040453990453,10.711055042180043,9.72685696664447,4.575895041070041,0.24758342671217676,31.94993850593851,0.2638337866300367,27.449144086469083,2000,False
0.6846415859140857,4.06690744255744,11.194545343545348,9.582313153513155,3.6207930985681,0.10097678571428569,28.763194441669437,0.39548419191919193,25.745967127317137,2000,False
0.06149240476190478,1.5528723809523817,9.895198701298716,7.760560476190482,2.321274404761903,0.07555852380952381,76.53217333333329,0.497479640692641,86.36650619047619,2000,True
0.6923615952380957,2.907783809523809,21.29301428571428,9.759049999999998,2.3328590476190474,0.05629004761904761,14.263553095238095,0.1364145,23.474523809523802,2000,False
0.06149240476190478,1.5528723809523817,9.895198701298716,7.760560476190482,2.321274404761903,0.07555852380952381,76.53217333333329,0.497479640692641,86.36650619047619,2000,True
